index,contract_no,division,product_name,customer,sales_rep,price
8283,CNT-45205392,NorthEast,#57 Stone,Taylor Ltd,Rijo,41.17
8284,CNT-89756713,East,Mason Sand,"Reyes, Brown and Simmons",Madhu,42.66
8285,CNT-27885742,NorthEast,#67 Stone,"Steele, Smith and Stafford",Madhu,45.59
8286,CNT-06794252,NorthEast,Pea Gravel,Long-Martinez,Vashon,37.86
8287,CNT-12310054,West,#4 Stone,Klein-Clark,Daniel,37.95
8288,CNT-89806828,Central,#67 Stone,"Brooks, Chavez and Arellano",Heath,31.9
8289,CNT-06624342,SouthWest,Surge Stone,Hughes-Williams,Steve,46.23
8290,CNT-14593824,NorthEast,#4 Stone,"Harris, Nelson and Hill",Arthur,36.51
8291,CNT-06842374,West,#57 Stone,Carter-Wiley,Parker,37.75
8292,CNT-31376667,Central,#57 Stone,Nelson Group,Vashon,13.36
8293,CNT-74737382,SouthWest,Screenings,Potter and Sons,Abi,43.54
8294,CNT-47945735,West,Surge Stone,Rose and Sons,Niket,37.75
8295,CNT-22229154,NorthEast,Mason Sand,"Chen, Lane and Simpson",Heath,49.24
8296,CNT-81755161,NorthEast,#67 Stone,Thompson-Bryant,Niket,31.51
8297,CNT-55911035,Central,#4 Stone,"Blackwell, Harris and Clark",Steve,21.78
8298,CNT-58215833,SouthWest,Pea Gravel,Morris LLC,Parker,26.19
8299,CNT-41222872,Central,ABC Stone,Webb-Nelson,Niket,44.87
8300,CNT-32582291,SouthWest,#57 Stone,Davis-Miles,Daniel,39.44
8301,CNT-99005040,East,Surge Stone,"Daniel, Perry and Mcdonald",Niket,49.82
8302,CNT-74084576,SouthWest,Concrete Sand,Anderson-King,Parker,24.46
8303,CNT-00296245,West,Railroad Ballast,"Parker, Anderson and Webster",Heath,32.85
8304,CNT-03011573,West,Surge Stone,Meyer and Sons,Abi,17.76
8305,CNT-08894072,East,ABC Stone,Douglas and Sons,Niket,48.19
8306,CNT-72935235,West,Railroad Ballast,Navarro PLC,Shiva,16.72
8307,CNT-97609395,NorthEast,#67 Stone,Barnes-Phillips,Steve,30.4
8308,CNT-54904222,SouthWest,Surge Stone,"Turner, Stevenson and Smith",Arthur,17.94
8309,CNT-53152780,Central,Screenings,"Gutierrez, Velasquez and Moore",Heath,20.98
8310,CNT-05470627,East,#4 Stone,"Bates, Velazquez and Norris",Vashon,40.88
8311,CNT-03941932,East,Concrete Sand,Clark-Garcia,Arthur,42.57
8312,CNT-88451460,NorthEast,Rip Rap,Johnson and Sons,Abi,19.64
8313,CNT-82179134,Central,#67 Stone,Rose-Bowen,Connor,12.22
8314,CNT-26188006,SouthWest,#67 Stone,Peters-Lester,Madhu,17.36
8315,CNT-77190790,West,Mason Sand,Ross-Park,Abi,15.36
8316,CNT-23344896,West,#57 Stone,"Brown, Mendoza and Carter",Vashon,20.61
8317,CNT-78528146,East,Screenings,Cohen-Todd,Rijo,20.9
8318,CNT-64911811,East,Surge Stone,Martinez Ltd,Vashon,13.59
8319,CNT-25356629,NorthEast,Mason Sand,Carr-Gibson,Connor,48.4
8320,CNT-67497080,SouthWest,ABC Stone,Thomas LLC,Heath,45.31
8321,CNT-50097610,East,Concrete Sand,"Torres, Walker and Marks",Arthur,18.23
8322,CNT-41780420,East,#67 Stone,Stewart Ltd,Madhu,17.35
8323,CNT-19403884,SouthWest,ABC Stone,Schneider-Thompson,Connor,14.41
8324,CNT-60458795,West,ABC Stone,Nunez Ltd,Parker,23.02
8325,CNT-84755907,Central,Surge Stone,Scott LLC,Vashon,30.78
8326,CNT-50182887,East,Mason Sand,Mccormick and Sons,Madhu,27.99
8327,CNT-09952156,SouthWest,ABC Stone,Hawkins-Logan,Daniel,33.58
8328,CNT-47781764,SouthWest,Concrete Sand,Wallace Ltd,Vashon,10.39
8329,CNT-55331416,West,Pea Gravel,"Mason, Taylor and Snyder",Madhu,45.64
8330,CNT-95869861,Central,Mason Sand,Johnson-Abbott,Heath,48.75
8331,CNT-03510658,Central,Pea Gravel,"Foster, Simmons and Morrison",Vashon,48.75
8332,CNT-23995135,SouthWest,Railroad Ballast,"Strickland, Anderson and Moore",Rijo,45.81
8333,CNT-40265814,SouthWest,#4 Stone,"Burch, Cox and Howell",Steve,38.71
8334,CNT-35971662,West,Screenings,"Wilson, Thompson and Cooper",Vashon,45.03
8335,CNT-61072062,NorthEast,Pea Gravel,Deleon-Anderson,Vashon,28.11
8336,CNT-55679409,West,Pea Gravel,Lopez-Friedman,Connor,44.94
8337,CNT-19958073,NorthEast,Surge Stone,Herman-Brock,Heath,22.52
8338,CNT-22537715,SouthWest,#57 Stone,Rodriguez and Sons,Madhu,13.62
8339,CNT-54014786,Central,Mason Sand,Ford-Parsons,Steve,12.58
8340,CNT-60597789,East,#4 Stone,Campbell-Mathews,Heath,32.54
8341,CNT-30497686,SouthWest,ABC Stone,Moore Ltd,Connor,35.79
8342,CNT-57899393,West,Surge Stone,Meyer-Coleman,Madhu,11.09
8343,CNT-02170499,Central,Rip Rap,Reed-Thomas,Abi,21.04
8344,CNT-08817121,SouthWest,Pea Gravel,Thompson-Smith,Daniel,42.08
8345,CNT-38835653,Central,#57 Stone,Lopez-Leonard,Daniel,19.74
8346,CNT-68169403,NorthEast,Railroad Ballast,Craig and Sons,Daniel,36.76
8347,CNT-14950962,NorthEast,Railroad Ballast,Higgins-Garcia,Daniel,45.26
8348,CNT-24800031,NorthEast,#57 Stone,"Hill, Robinson and Fleming",Rijo,24.47
8349,CNT-99026640,West,Surge Stone,"Young, Cox and Morris",Connor,41.42
8350,CNT-01199760,Central,Railroad Ballast,Harrington PLC,Niket,39.59
8351,CNT-28493501,Central,Surge Stone,Grant-Kennedy,Heath,19.65
8352,CNT-49971748,SouthWest,Mason Sand,Harris-Flores,Steve,39.87
8353,CNT-69631296,SouthWest,#57 Stone,Buchanan Ltd,Madhu,28.5
8354,CNT-24696416,NorthEast,Concrete Sand,Singh-Bauer,Parker,29.88
8355,CNT-64005675,NorthEast,Rip Rap,Richards Group,Niket,15.28
8356,CNT-30611618,NorthEast,#57 Stone,Leon-King,Daniel,33.9
8357,CNT-87246393,West,Pea Gravel,Hoffman PLC,Abi,14.54
8358,CNT-70496853,NorthEast,Concrete Sand,"Juarez, Sanchez and Adams",Daniel,38.29
8359,CNT-21344151,East,Surge Stone,"Henry, Lam and Sandoval",Abi,35.64
8360,CNT-94685514,SouthWest,Rip Rap,"Costa, Mendez and Jacobs",Heath,43.28
8361,CNT-88431581,East,Surge Stone,Moore-Thomas,Heath,40.27
8362,CNT-12443471,NorthEast,Mason Sand,Clark-Shah,Niket,33.83
8363,CNT-54524795,NorthEast,Pea Gravel,Gomez-Campbell,Vashon,14.52
8364,CNT-80147266,Central,Mason Sand,Carter LLC,Madhu,14.65
8365,CNT-10264358,West,Concrete Sand,Moss Inc,Abi,20.45
8366,CNT-05426383,NorthEast,#4 Stone,Taylor-Lynch,Parker,32.94
8367,CNT-46246416,West,ABC Stone,"Lam, Cooley and Jordan",Parker,32.38
8368,CNT-85174835,East,Screenings,Garcia-Brown,Shiva,27.69
8369,CNT-20140866,West,Pea Gravel,Campbell-Bolton,Parker,19.4
8370,CNT-93692217,West,ABC Stone,Fisher-Cobb,Rijo,33.24
8371,CNT-92245059,West,#67 Stone,Barry-Green,Arthur,48.97
8372,CNT-70012670,West,#67 Stone,Gibbs-Edwards,Abi,46.15
8373,CNT-56580267,NorthEast,Pea Gravel,"Rios, Woods and Hensley",Niket,36.06
8374,CNT-79926035,West,Mason Sand,Ray and Sons,Connor,39.08
8375,CNT-50424566,West,#67 Stone,"Sheppard, Peterson and Bailey",Connor,42.69
8376,CNT-38005863,NorthEast,#4 Stone,"Bonilla, Malone and Johnson",Heath,47.72
8377,CNT-70243777,West,#57 Stone,Davis LLC,Rijo,34.98
8378,CNT-16226800,East,#67 Stone,Payne-Garcia,Heath,11.63
8379,CNT-45120511,Central,Rip Rap,"Raymond, Jackson and Rodriguez",Rijo,43.99
8380,CNT-61930406,NorthEast,ABC Stone,"Ibarra, Trujillo and Parker",Connor,23.77
8381,CNT-67460216,East,Mason Sand,Harris-Hardy,Connor,30.67
8382,CNT-22694624,East,Railroad Ballast,Moon and Sons,Rijo,21.97
8383,CNT-53703888,East,Railroad Ballast,"Stevens, Johnson and Little",Niket,39.79
8384,CNT-82178057,NorthEast,#67 Stone,Santiago-Brown,Arthur,39.81
8385,CNT-25121581,Central,Railroad Ballast,Foley and Sons,Vashon,36.51
8386,CNT-65025061,Central,Mason Sand,"Turner, Guerrero and Hall",Abi,36.34
8387,CNT-70388129,Central,#4 Stone,Johnson-Robinson,Vashon,26.88
8388,CNT-19865594,East,ABC Stone,Cummings-Nelson,Vashon,35.83
8389,CNT-23152698,SouthWest,#57 Stone,Warren-Bradley,Niket,23.04
8390,CNT-41239310,West,Railroad Ballast,"Cook, Jackson and Martinez",Daniel,37.23
8391,CNT-70811920,West,Screenings,Noble Ltd,Shiva,33.23
8392,CNT-88164602,West,#67 Stone,Miranda-Riggs,Connor,31.55
8393,CNT-91958827,West,Railroad Ballast,Evans-Fisher,Abi,29.22
8394,CNT-69464566,SouthWest,Rip Rap,Hernandez LLC,Madhu,40.31
8395,CNT-57851426,East,Railroad Ballast,Harmon Inc,Daniel,21.7
8396,CNT-82903504,East,#57 Stone,"Cross, Martin and Cross",Connor,16.16
8397,CNT-62220580,West,#4 Stone,Ayala-Allen,Madhu,14.51
8398,CNT-68485816,Central,#67 Stone,"Hubbard, Wilson and Schneider",Shiva,25.83
8399,CNT-63651336,SouthWest,Concrete Sand,"Tanner, Dunn and Franklin",Arthur,29.17
8400,CNT-31512782,West,Screenings,"Phillips, Thomas and Gonzalez",Heath,48.71
8401,CNT-58322529,NorthEast,Mason Sand,"Quinn, White and Cunningham",Rijo,19.79
8402,CNT-77354687,NorthEast,Surge Stone,"Jackson, Chapman and Smith",Connor,43.0
8403,CNT-61574256,Central,Mason Sand,Hall-Joyce,Shiva,37.71
8404,CNT-76304898,East,#57 Stone,Chaney-Osborne,Heath,29.86
8405,CNT-41509586,NorthEast,Mason Sand,Simmons-Pierce,Niket,28.24
8406,CNT-25149212,West,Surge Stone,"Aguilar, Knox and Norris",Vashon,27.19
8407,CNT-43784807,Central,Screenings,"Morris, Romero and Young",Vashon,37.81
8408,CNT-73345069,NorthEast,ABC Stone,Nguyen-Andrews,Vashon,12.93
8409,CNT-97206029,East,Surge Stone,Moore-Kennedy,Parker,23.03
8410,CNT-15439379,NorthEast,Concrete Sand,Moore Inc,Rijo,38.75
8411,CNT-02023262,SouthWest,Surge Stone,Harrington-Miller,Arthur,14.58
8412,CNT-69340095,West,Pea Gravel,Beltran-Wright,Shiva,25.58
8413,CNT-90270115,NorthEast,Mason Sand,Chapman-Gill,Arthur,35.67
8414,CNT-00559845,NorthEast,#67 Stone,Cooper-Jackson,Arthur,44.53
8415,CNT-70412266,NorthEast,#57 Stone,"Grant, Williams and Arellano",Vashon,34.31
8416,CNT-68941849,SouthWest,ABC Stone,Miller-Butler,Daniel,39.1
8417,CNT-73004360,West,Mason Sand,Obrien LLC,Madhu,37.45
8418,CNT-47799419,West,Screenings,Phillips-Scott,Niket,32.28
8419,CNT-58916187,Central,#57 Stone,Mitchell-Kelly,Niket,46.08
8420,CNT-65694417,NorthEast,#67 Stone,Ramos LLC,Heath,18.77
8421,CNT-59911823,SouthWest,Screenings,"Chambers, Smith and Flowers",Daniel,11.5
8422,CNT-06045134,SouthWest,Concrete Sand,"Parker, Ward and James",Parker,11.68
8423,CNT-71302980,West,Concrete Sand,Foley-Joyce,Vashon,44.67
8424,CNT-39644665,NorthEast,#4 Stone,"Chavez, Williams and Conrad",Connor,43.58
8425,CNT-55729917,SouthWest,#57 Stone,Nguyen Ltd,Parker,27.19
8426,CNT-18313801,SouthWest,Screenings,Vincent and Sons,Heath,36.68
8427,CNT-34320041,SouthWest,Screenings,Rivera Inc,Niket,20.01
8428,CNT-68044568,NorthEast,Concrete Sand,Potter-Adams,Steve,12.78
8429,CNT-11244242,NorthEast,#57 Stone,Cook LLC,Connor,29.02
8430,CNT-61585798,NorthEast,ABC Stone,"Murphy, Tucker and Robinson",Parker,12.5
8431,CNT-73996640,SouthWest,Rip Rap,Smith PLC,Daniel,20.56
8432,CNT-01600279,East,Concrete Sand,"Henson, Villarreal and Lee",Connor,37.55
8433,CNT-99228255,West,Rip Rap,Gonzalez-Bowman,Vashon,34.48
8434,CNT-56674716,West,Concrete Sand,Kelly Ltd,Parker,35.19
8435,CNT-27992374,East,#57 Stone,Collins PLC,Daniel,23.54
8436,CNT-50645056,East,ABC Stone,Smith PLC,Daniel,49.43
8437,CNT-12103294,West,Surge Stone,"Cline, Montgomery and Robinson",Vashon,10.56
8438,CNT-44059994,Central,Pea Gravel,Rivera-Carson,Connor,23.93
8439,CNT-77540832,NorthEast,Surge Stone,Brown-Perry,Heath,45.07
8440,CNT-29437650,West,#67 Stone,Graham PLC,Parker,15.83
8441,CNT-24865238,SouthWest,Screenings,"Carney, Davis and Cunningham",Parker,41.69
8442,CNT-80355877,West,Railroad Ballast,"Smith, Hicks and Cohen",Rijo,38.27
8443,CNT-48703149,NorthEast,Rip Rap,Wood-Morales,Shiva,35.89
8444,CNT-09851804,NorthEast,Rip Rap,Turner-Roberts,Shiva,21.35
8445,CNT-47892070,West,ABC Stone,"Cross, Bowen and Allen",Heath,13.89
8446,CNT-28122767,NorthEast,Concrete Sand,Castillo and Sons,Niket,16.73
8447,CNT-93316435,Central,Mason Sand,"Parker, Hamilton and Jordan",Rijo,45.39
8448,CNT-28818246,East,#57 Stone,Hicks LLC,Connor,11.25
8449,CNT-05806579,West,Mason Sand,Smith PLC,Niket,44.05
8450,CNT-77032717,Central,Pea Gravel,"Acosta, Doyle and Garza",Rijo,13.85
8451,CNT-39952250,West,ABC Stone,Thomas-Joseph,Arthur,23.1
8452,CNT-19033113,West,#57 Stone,"Mccullough, Garrett and Smith",Vashon,48.89
8453,CNT-58494057,Central,ABC Stone,Gomez Ltd,Vashon,18.59
8454,CNT-58958135,SouthWest,ABC Stone,Anthony LLC,Steve,49.18
8455,CNT-00532389,East,Concrete Sand,Thomas Group,Niket,22.07
8456,CNT-47537453,West,Screenings,Luna-White,Rijo,14.76
8457,CNT-13653327,SouthWest,Rip Rap,"Perez, Warren and Fitzgerald",Madhu,19.56
8458,CNT-46296289,SouthWest,#67 Stone,Long Ltd,Steve,49.67
8459,CNT-36481205,Central,#67 Stone,Walsh Inc,Arthur,43.13
8460,CNT-15368633,SouthWest,Concrete Sand,Banks PLC,Heath,46.55
8461,CNT-87663302,Central,#67 Stone,Watson LLC,Shiva,21.73
8462,CNT-83436463,NorthEast,Concrete Sand,Swanson Group,Vashon,29.09
8463,CNT-11569667,Central,Railroad Ballast,"Davis, Russell and Clark",Vashon,47.31
8464,CNT-79168045,Central,Screenings,"Graham, Short and Aguirre",Niket,43.55
8465,CNT-95490877,Central,Rip Rap,"Sparks, Gomez and Austin",Daniel,21.71
8466,CNT-18962761,SouthWest,Railroad Ballast,Espinoza-Parrish,Steve,35.41
8467,CNT-90205088,NorthEast,Concrete Sand,Hebert-Smith,Niket,36.18
8468,CNT-73972236,NorthEast,ABC Stone,Rice-Smith,Heath,27.91
8469,CNT-35530091,Central,ABC Stone,Espinoza-Watson,Niket,14.75
8470,CNT-70512528,NorthEast,Mason Sand,Cruz-Edwards,Niket,26.17
8471,CNT-67020221,NorthEast,Screenings,"Wilkinson, Bautista and Petersen",Heath,43.34
8472,CNT-77092682,SouthWest,#57 Stone,"Kelley, Tate and Vasquez",Heath,30.35
8473,CNT-26602039,East,ABC Stone,"Shaffer, Meza and Hamilton",Arthur,49.61
8474,CNT-17909525,East,Rip Rap,Price Ltd,Steve,26.59
8475,CNT-02119379,Central,Rip Rap,Peterson Group,Abi,38.01
8476,CNT-25584237,SouthWest,#4 Stone,Crane-Turner,Connor,48.41
8477,CNT-89069273,NorthEast,ABC Stone,Williams Group,Shiva,48.18
8478,CNT-37677675,Central,ABC Stone,Stevenson LLC,Vashon,48.44
8479,CNT-40613536,West,Surge Stone,Garcia-Nelson,Vashon,31.94
8480,CNT-14552682,SouthWest,Concrete Sand,"Taylor, Roberts and Gray",Rijo,23.78
8481,CNT-43794315,West,Rip Rap,"Jones, Kennedy and Sampson",Parker,49.5
8482,CNT-98205830,West,Mason Sand,Byrd-Rogers,Daniel,49.19
8483,CNT-27948135,East,Railroad Ballast,"Gardner, Craig and Thomas",Steve,39.09
8484,CNT-76352390,West,Screenings,Rodriguez and Sons,Heath,45.18
8485,CNT-58488391,East,Rip Rap,Andersen-Hernandez,Daniel,23.3
8486,CNT-83285105,NorthEast,Mason Sand,Perry Inc,Shiva,25.13
8487,CNT-85383643,Central,Railroad Ballast,West LLC,Abi,16.54
8488,CNT-56926586,West,Screenings,"Taylor, Raymond and Fisher",Connor,17.87
8489,CNT-36931581,NorthEast,#67 Stone,"Murphy, Robertson and Arnold",Rijo,39.69
8490,CNT-05218149,West,#67 Stone,Scott LLC,Daniel,12.76
8491,CNT-15015741,SouthWest,Screenings,Sandoval-Ross,Connor,28.7
8492,CNT-71011916,East,Pea Gravel,"Crawford, Rodriguez and Malone",Niket,42.79
8493,CNT-96765942,West,#57 Stone,Mitchell LLC,Madhu,40.5
8494,CNT-65036056,West,#57 Stone,Ramos-Odom,Daniel,28.53
8495,CNT-10081784,East,Screenings,"Reynolds, Hall and Wilson",Heath,49.56
8496,CNT-97795352,East,Surge Stone,Watkins Group,Niket,44.68
8497,CNT-37928074,SouthWest,Pea Gravel,Norman Ltd,Niket,31.57
8498,CNT-83662509,East,#57 Stone,Holland-Jones,Connor,48.78
8499,CNT-78466558,West,ABC Stone,Lambert Ltd,Parker,24.43
8500,CNT-97821000,SouthWest,Screenings,Thompson Inc,Vashon,11.29
8501,CNT-06974563,NorthEast,ABC Stone,Holden PLC,Steve,24.29
8502,CNT-85188159,Central,Rip Rap,"Brown, Greene and Lee",Connor,21.07
8503,CNT-18663226,West,#67 Stone,James-Curry,Rijo,23.96
8504,CNT-63900631,East,Rip Rap,Obrien-Johnson,Heath,38.24
8505,CNT-54200663,East,ABC Stone,Medina LLC,Heath,11.77
8506,CNT-55555235,West,Concrete Sand,Baldwin-Rogers,Vashon,31.38
8507,CNT-61291751,SouthWest,#4 Stone,Miller Group,Daniel,10.69
8508,CNT-62619713,East,Mason Sand,White PLC,Shiva,43.73
8509,CNT-28048675,East,#57 Stone,Maynard Inc,Shiva,45.68
8510,CNT-17473115,West,Rip Rap,Hood Ltd,Madhu,49.57
8511,CNT-09438436,NorthEast,Railroad Ballast,Rodgers Group,Connor,24.11
8512,CNT-70391414,West,Rip Rap,Hoffman PLC,Madhu,28.13
8513,CNT-11850077,SouthWest,#67 Stone,Skinner-Clements,Rijo,40.59
8514,CNT-02893501,Central,Railroad Ballast,Rodriguez Inc,Heath,40.04
8515,CNT-83678021,Central,ABC Stone,Rogers Group,Niket,21.47
8516,CNT-86191872,West,Surge Stone,"Curtis, Diaz and Williams",Arthur,40.31
8517,CNT-81379813,Central,Rip Rap,Ortiz-George,Connor,10.27
8518,CNT-24904326,SouthWest,#57 Stone,"Barnett, Johnson and Wilson",Steve,11.3
8519,CNT-25426927,West,Screenings,Jackson and Sons,Daniel,17.8
8520,CNT-42668288,NorthEast,#4 Stone,Barrett-Banks,Madhu,21.85
8521,CNT-98401560,SouthWest,ABC Stone,Wagner-Wilson,Madhu,32.85
8522,CNT-65582527,East,Railroad Ballast,Tate-Little,Niket,43.38
8523,CNT-54723189,SouthWest,ABC Stone,Stewart Ltd,Connor,28.19
8524,CNT-57624987,Central,ABC Stone,Parsons PLC,Arthur,18.27
8525,CNT-57469396,NorthEast,Rip Rap,Morris Group,Rijo,41.03
8526,CNT-71958761,East,#4 Stone,Ellis Inc,Parker,31.93
8527,CNT-61774739,NorthEast,Pea Gravel,Becker-Mcclure,Niket,23.26
8528,CNT-78857090,East,Surge Stone,"Martinez, Johnson and Butler",Daniel,24.46
8529,CNT-40946554,East,Screenings,"Burnett, Villarreal and Howard",Madhu,36.96
8530,CNT-85217585,West,ABC Stone,"Horton, Rodriguez and Morgan",Heath,31.88
8531,CNT-16824411,Central,#4 Stone,Pearson-Berger,Steve,17.48
8532,CNT-22332289,NorthEast,Railroad Ballast,Davis PLC,Parker,33.31
8533,CNT-33230678,Central,#4 Stone,Moore PLC,Arthur,29.27
8534,CNT-69069029,Central,Pea Gravel,Owens Inc,Parker,13.95
8535,CNT-79406182,NorthEast,Railroad Ballast,Allison-Vance,Arthur,47.8
8536,CNT-94722341,NorthEast,Screenings,"Berry, Jones and Nash",Connor,13.49
8537,CNT-32617484,West,#57 Stone,Garza Ltd,Steve,33.78
8538,CNT-33460346,West,Mason Sand,Raymond-Morales,Vashon,33.61
8539,CNT-48782922,Central,Railroad Ballast,Hendrix and Sons,Arthur,49.83
8540,CNT-31398997,West,Railroad Ballast,"Cox, Rogers and Banks",Madhu,11.29
8541,CNT-26990332,West,Rip Rap,"Hardin, Schultz and Reeves",Madhu,37.67
8542,CNT-34940967,Central,Mason Sand,Moreno-Wright,Connor,21.21
8543,CNT-72349032,NorthEast,Railroad Ballast,Young-Koch,Parker,33.87
8544,CNT-29346729,Central,Pea Gravel,"Gregory, Benson and Maldonado",Abi,30.06
8545,CNT-39888599,West,#57 Stone,"Peterson, Reyes and Wheeler",Daniel,32.54
8546,CNT-00942534,West,Railroad Ballast,"Osborn, Burch and Brown",Abi,27.93
8547,CNT-30295090,East,ABC Stone,Potter PLC,Parker,40.79
8548,CNT-54808290,SouthWest,Railroad Ballast,Schmidt-Taylor,Niket,30.46
8549,CNT-61318570,NorthEast,Railroad Ballast,Duffy-Trevino,Rijo,14.57
8550,CNT-92642830,Central,#4 Stone,"Hughes, Moore and Roth",Daniel,49.93
8551,CNT-88110515,SouthWest,#67 Stone,"Jackson, Howell and Walker",Niket,45.66
8552,CNT-24475926,NorthEast,Rip Rap,Williams-Ross,Vashon,15.74
8553,CNT-39135226,SouthWest,ABC Stone,Flores-Maxwell,Madhu,48.71
8554,CNT-95192760,East,Railroad Ballast,Clements Group,Arthur,47.9
8555,CNT-95096871,Central,#57 Stone,Cunningham Ltd,Heath,24.58
8556,CNT-22802619,Central,Surge Stone,Davis-Obrien,Niket,22.23
8557,CNT-90558402,Central,ABC Stone,"Garcia, Smith and Thornton",Vashon,28.94
8558,CNT-23121532,SouthWest,Screenings,Sandoval PLC,Heath,48.76
8559,CNT-88820439,East,#57 Stone,"Parker, King and Gill",Rijo,19.91
8560,CNT-43957838,West,Pea Gravel,"Bright, Atkinson and Wright",Heath,29.26
8561,CNT-26238240,SouthWest,Railroad Ballast,"Bailey, Reyes and Myers",Parker,36.73
8562,CNT-46942118,West,Pea Gravel,Greer-Price,Parker,21.62
8563,CNT-60838094,Central,Rip Rap,Rush-Clark,Shiva,33.51
8564,CNT-19383392,East,#57 Stone,Martinez and Sons,Abi,20.38
8565,CNT-15844360,Central,#57 Stone,Johnson-Montoya,Steve,49.65
8566,CNT-83979276,SouthWest,Screenings,Reed and Sons,Shiva,38.99
8567,CNT-51017271,SouthWest,Pea Gravel,"Nelson, Lynch and Hull",Arthur,20.8
8568,CNT-67562382,West,Screenings,"Ford, Ferguson and Jenkins",Steve,29.02
8569,CNT-92591845,Central,#57 Stone,Wells PLC,Shiva,49.07
8570,CNT-05870826,NorthEast,#67 Stone,Davis-Schultz,Madhu,12.41
8571,CNT-15277506,West,Concrete Sand,"Adams, Porter and Weber",Vashon,23.43
8572,CNT-39985727,NorthEast,Concrete Sand,Robinson Ltd,Steve,33.55
8573,CNT-62687533,West,Concrete Sand,Holland-Walker,Rijo,24.28
8574,CNT-93665484,Central,Concrete Sand,Barrera LLC,Vashon,31.37
8575,CNT-52307470,Central,Concrete Sand,Cisneros-Garcia,Abi,30.15
8576,CNT-13837591,SouthWest,Rip Rap,Mcintyre and Sons,Rijo,26.7
8577,CNT-07522989,Central,Screenings,Castro-Smith,Arthur,48.15
8578,CNT-58713606,West,#67 Stone,Jones Group,Parker,38.23
8579,CNT-39838271,East,Screenings,Haynes-Carey,Parker,16.3
8580,CNT-96012777,Central,Pea Gravel,Brown Ltd,Steve,18.11
8581,CNT-27057990,West,Rip Rap,Taylor and Sons,Abi,46.96
8582,CNT-88999546,NorthEast,Surge Stone,"Kirk, Padilla and Rocha",Rijo,38.05
8583,CNT-03622820,SouthWest,Rip Rap,"Allen, Gomez and Villa",Vashon,21.19
8584,CNT-28686841,NorthEast,Mason Sand,"Wright, Fisher and Mendoza",Steve,11.71
8585,CNT-62052530,SouthWest,#4 Stone,Randall-Clark,Shiva,20.44
8586,CNT-56824758,NorthEast,ABC Stone,Jones-Lane,Connor,46.79
8587,CNT-20884327,NorthEast,#67 Stone,Williams and Sons,Madhu,32.74
8588,CNT-23266700,West,ABC Stone,"Cunningham, Harrison and Chung",Rijo,44.26
8589,CNT-99679256,East,#67 Stone,Adams Inc,Vashon,16.12
8590,CNT-16723039,West,Rip Rap,"Taylor, Williams and Blake",Rijo,25.65
8591,CNT-84604642,West,Mason Sand,"Thomas, Mccarthy and Mays",Daniel,46.79
8592,CNT-93299960,West,Rip Rap,"Dyer, Barnett and Wheeler",Steve,28.05
8593,CNT-85324381,SouthWest,Railroad Ballast,"Jensen, Davis and Young",Abi,43.24
8594,CNT-38937191,East,ABC Stone,Caldwell-Thomas,Connor,41.76
8595,CNT-13648137,West,#67 Stone,Miranda Inc,Niket,22.99
8596,CNT-20152248,SouthWest,ABC Stone,Brown and Sons,Madhu,40.56
8597,CNT-33042260,Central,Mason Sand,"Castillo, Harris and Henry",Rijo,10.96
8598,CNT-22644809,SouthWest,Mason Sand,"Greene, Hansen and Miller",Steve,26.66
8599,CNT-44469675,SouthWest,Pea Gravel,Jones-Serrano,Steve,13.94
8600,CNT-84958960,NorthEast,#67 Stone,Le PLC,Heath,17.64
8601,CNT-13042942,SouthWest,Mason Sand,Allison-Riggs,Connor,28.84
8602,CNT-18280587,SouthWest,Concrete Sand,Hoffman-Garza,Rijo,47.95
8603,CNT-08839307,SouthWest,#67 Stone,Cuevas and Sons,Connor,18.06
8604,CNT-00051014,East,Railroad Ballast,"Peterson, Hobbs and Herrera",Parker,27.04
8605,CNT-26732231,West,Mason Sand,Vasquez-Jenkins,Arthur,12.9
8606,CNT-50097251,NorthEast,#57 Stone,Cox Group,Rijo,41.78
8607,CNT-19243501,West,Surge Stone,Davis-Blake,Rijo,33.01
8608,CNT-84570695,West,#67 Stone,"Vasquez, Woods and Mitchell",Connor,22.47
8609,CNT-11643222,East,Pea Gravel,Blanchard-Griffin,Shiva,15.51
8610,CNT-55810469,Central,Rip Rap,"Flores, Barrera and Campbell",Arthur,33.55
8611,CNT-13750057,NorthEast,Pea Gravel,Clark Ltd,Connor,39.55
8612,CNT-73284810,East,ABC Stone,Walker Ltd,Vashon,12.96
8613,CNT-65799190,East,Surge Stone,"Hall, Gardner and Williamson",Parker,20.14
8614,CNT-42990940,Central,#4 Stone,Evans-Jackson,Parker,30.32
8615,CNT-04339097,NorthEast,#57 Stone,Lee-Dorsey,Parker,45.22
8616,CNT-71803710,West,Railroad Ballast,Walsh Inc,Vashon,31.64
8617,CNT-35519455,East,Screenings,"Herrera, King and Wilson",Daniel,28.28
8618,CNT-90679373,Central,#57 Stone,"Wheeler, Marshall and Le",Connor,48.15
8619,CNT-39827824,Central,Concrete Sand,Zhang Ltd,Parker,11.5
8620,CNT-14566629,East,Screenings,Bailey-Wilson,Madhu,31.67
8621,CNT-12522033,East,Railroad Ballast,Garrett and Sons,Niket,15.06
8622,CNT-80882854,Central,Railroad Ballast,"Gardner, Douglas and Perry",Arthur,43.93
